         term        gene
1068    11103 PV2T_008995
1069    11103 PV2T_008996
1070    11103 PV2T_008997
1071    11103 PV2T_008998
1072    11103 PV2T_008999
1073    11103 PV2T_009000
1074    11103 PV2T_009001
1075    11103 PV2T_009002
1076    11103 PV2T_009003
1077    11103 PV2T_009004
1078    11103 PV2T_009005
1079    11103 PV2T_009006
1080    11103 PV2T_009007
1081    11103 PV2T_009008
1082    11103 PV2T_009009
1083    11103 PV2T_009010
1084    11103 PV2T_009011
1085    11103 PV2T_009012
1086    11103 PV2T_009013
1087    11103 PV2T_009014
1088    11103 PV2T_009015
1089    11103 PV2T_009016
1090    11103 PV2T_009017
1091    11103 PV2T_009018
1092    11103 PV2T_009019
1093    11103 PV2T_009020
1094    11103 PV2T_009021
1095    11103 PV2T_009022
1096    11103 PV2T_009023
1097    11103 PV2T_009024
1098    11103 PV2T_009025
1099    11103 PV2T_009026
1100    11103 PV2T_009027
1101    11103 PV2T_009028
1102    11103 PV2T_009029
1103    11103 PV2T_009030
1104    11103 PV2T_009031
1105    11103 PV2T_009032
1106    11103 PV2T_009033
1107    11103 PV2T_009034
1108    11103 PV2T_009035
1109    11103 PV2T_009036
1110    11103 PV2T_009037
1111    11103 PV2T_009038
1112    11103 PV2T_009039
1113    11103 PV2T_009040
1114    11103 PV2T_009041
1115    11103 PV2T_009042
1116    11103 PV2T_009043
1117    11103 PV2T_009044
1118    11103 PV2T_009045
1119    11103 PV2T_009046
1120    11103 PV2T_009047
1121    11103 PV2T_009048
1122    11103 PV2T_009049
1123    11103 PV2T_009050
1124    11103 PV2T_009051
1125    11103 PV2T_009052
1126    11103 PV2T_009053
1127    11103 PV2T_009054
1128    11103 PV2T_009055
1129    11103 PV2T_009056
1130    11103 PV2T_009057
1131    11103 PV2T_009058
1132    11103 PV2T_009059
1133    11103 PV2T_009060
1134    11103 PV2T_009061
1135    11103 PV2T_009062
1136    11103 PV2T_009063
1137    11103 PV2T_009064
1138    11103 PV2T_009065
1139    11103 PV2T_009066
1140    11103 PV2T_009067
1141    11103 PV2T_009068
1142    11103 PV2T_009069
1143    11103 PV2T_009070
1144    11103 PV2T_009071
1145    11103 PV2T_009072
1146    11103 PV2T_009073
1147    11103 PV2T_009074
1148    11103 PV2T_009075
1149    11103 PV2T_009076
1150    11103 PV2T_009077
1151    11103 PV2T_009078
1152    11103 PV2T_009079
1153    11103 PV2T_009080
1154    11103 PV2T_009081
1155    11103 PV2T_009082
1156    11103 PV2T_009083
1157    11103 PV2T_009084
1158    11103 PV2T_009085
1159    11103 PV2T_009086
1160    11103 PV2T_009087
1161    11103 PV2T_009088
1162    11103 PV2T_009089
1163    11103 PV2T_009090
1164    11103 PV2T_009091
1165    11103 PV2T_009092
1166    11103 PV2T_009093
1167    11103 PV2T_009094
1168    11103 PV2T_009095
1169    11103 PV2T_009096
1170    11103 PV2T_009097
1171    11103 PV2T_009098
1172    11103 PV2T_009099
1173    11103 PV2T_009100
1174    11103 PV2T_009101
1175    11103 PV2T_009102
1176    11103 PV2T_009103
1177    11103 PV2T_009104
1178    11103 PV2T_009105
1179    11103 PV2T_009106
1180    11103 PV2T_009107
1181    11103 PV2T_009108
1182    11103 PV2T_009109
1183    11103 PV2T_009110
1184    11103 PV2T_009111
1185    11103 PV2T_009112
1186    11103 PV2T_009113
1187    11103 PV2T_009114
1188    11103 PV2T_009115
1189    11103 PV2T_009116
1190    11103 PV2T_009117
1191    11103 PV2T_009118
1192    11103 PV2T_009119
1193    11103 PV2T_009120
1194    11103 PV2T_009121
1195    11103 PV2T_009122
1196    11103 PV2T_009123
1197    11103 PV2T_009124
1198    11103 PV2T_009125
1199    11103 PV2T_009126
1200    11103 PV2T_009127
1201    11103 PV2T_009128
1202    11103 PV2T_009129
1203    11103 PV2T_009130
1204    11103 PV2T_009131
1205    11103 PV2T_009132
1206    11103 PV2T_009133
1207    11103 PV2T_009134
1208    11103 PV2T_009135
1209    11103 PV2T_009136
1210    11103 PV2T_009137
1211    11103 PV2T_009138
1212    11103 PV2T_009139
1213    11103 PV2T_009140
1214    11103 PV2T_009141
1215    11103 PV2T_009142
1216    11103 PV2T_009143
1217    11103 PV2T_009144
1218    11103 PV2T_009145
1219    11103 PV2T_009146
1220    11103 PV2T_009147
1221    11103 PV2T_009148
1222    11103 PV2T_009149
1223    11103 PV2T_009150
1224    11103 PV2T_009151
1225    11103 PV2T_009152
1226    11103 PV2T_009153
1227    11103 PV2T_009154
1228    11103 PV2T_009155
1229    11103 PV2T_009156
1230    11103 PV2T_009157
1231    11103 PV2T_009158
1232    11103 PV2T_009159
1233    11103 PV2T_009160
1234    11103 PV2T_009161
1235    11103 PV2T_009162
1236    11103 PV2T_009163
1237    11103 PV2T_009164
1238    11103 PV2T_009165
1239    11103 PV2T_009166
1240    11103 PV2T_009167
1241    11103 PV2T_009168
1242    11103 PV2T_009169
1243    11103 PV2T_009170
1244    11103 PV2T_009171
1245    11103 PV2T_009172
1246    11103 PV2T_009173
1247    11103 PV2T_009174
1248    11103 PV2T_009175
1249    11103 PV2T_009176
1250    11103 PV2T_009177
1251    11103 PV2T_009178
1252    11103 PV2T_009179
1253    11103 PV2T_009180
1254    11103 PV2T_009181
1255    11103 PV2T_009182
1256    11103 PV2T_009183
1257    11103 PV2T_009184
1258    11103 PV2T_009185
1259    11103 PV2T_009186
1260    11103 PV2T_009187
1261    11103 PV2T_009188
1262    11103 PV2T_009189
1263    11103 PV2T_009190
1264    11103 PV2T_009191
1265    11103 PV2T_009192
1266    11103 PV2T_009193
1267    11103 PV2T_009194
1268    11103 PV2T_009195
1269    11103 PV2T_009196
1270    11103 PV2T_009197
1271    11103 PV2T_009198
1272    11103 PV2T_009199
1273    11103 PV2T_009200
1274    11103 PV2T_009201
1275    11103 PV2T_009202
1276    11103 PV2T_009203
1277    11103 PV2T_009204
1278    11103 PV2T_009205
1279    11103 PV2T_009206
1280    11103 PV2T_009207
1281    11103 PV2T_009208
1282    11103 PV2T_009209
1283    11103 PV2T_009210
1284    11103 PV2T_009211
1285    11103 PV2T_009212
1286    11103 PV2T_009213
1287    11103 PV2T_009214
1288    11103 PV2T_009215
1289    11103 PV2T_009216
1290    11103 PV2T_009217
1291    11103 PV2T_009218
1292    11103 PV2T_009219
1293    11103 PV2T_009220
1294    11103 PV2T_009221
1295    11103 PV2T_009222
1296    11103 PV2T_009223
1297    11103 PV2T_009224
1298    11103 PV2T_009225
1299    11103 PV2T_009226
1300    11103 PV2T_009227
1301    11103 PV2T_009228
1302    11103 PV2T_009229
1303    11103 PV2T_009230
1304    11103 PV2T_009231
1305    11103 PV2T_009232
1306    11103 PV2T_009233
1307    11103 PV2T_009234
1308    11103 PV2T_009235
1309    11103 PV2T_009236
1310    11103 PV2T_009237
1311    11103 PV2T_009238
1312    11103 PV2T_009239
1313    11103 PV2T_009240
1314    11103 PV2T_009241
1315    11103 PV2T_009243
1316    11103 PV2T_009244
1317    11103 PV2T_009245
1318    11103 PV2T_009246
1319    11103 PV2T_009247
1320    11103 PV2T_009248
1321    11103 PV2T_009249
1322    11103 PV2T_009250
1323    11103 PV2T_009251
1324    11103 PV2T_009252
1325    11103 PV2T_009253
1326    11103 PV2T_009254
1327    11103 PV2T_009255
1328    11103 PV2T_009256
1329    11103 PV2T_009257
1330    11103 PV2T_009258
1331    11103 PV2T_009259
1332    11103 PV2T_009260
1333    11103 PV2T_009261
1334    11103 PV2T_009262
1335    11103 PV2T_009263
1336    11103 PV2T_009264
1337    11103 PV2T_009265
1338    11103 PV2T_009266
1339    11103 PV2T_009267
1340    11103 PV2T_009268
1341    11103 PV2T_009269
1342    11103 PV2T_009270
1343    11103 PV2T_009271
1344    11103 PV2T_009272
1345    11103 PV2T_009273
1346    11103 PV2T_009274
1347    11103 PV2T_009275
1348    11103 PV2T_009276
1349    11103 PV2T_009277
1350    11103 PV2T_009278
1351    11103 PV2T_009279
1352    11103 PV2T_009280
1353    11103 PV2T_009281
1354    11103 PV2T_009282
1355    11103 PV2T_009283
1356    11103 PV2T_009284
1357    11103 PV2T_009285
1358    11103 PV2T_009286
1359    11103 PV2T_009287
1360    11103 PV2T_009288
1361    11103 PV2T_009289
1362    11103 PV2T_009290
1363    11103 PV2T_009291
1364    11103 PV2T_009292
1365    11103 PV2T_009293
1366    11103 PV2T_009294
1367    11103 PV2T_009295
1368    11103 PV2T_009296
1369    11103 PV2T_009297
1370    11103 PV2T_009298
1371    11103 PV2T_009299
1372    11103 PV2T_009300
1373    11103 PV2T_009301
1374    11103 PV2T_009302
1375    11103 PV2T_009303
1376    11103 PV2T_009304
1377    11103 PV2T_009305
1378    11103 PV2T_009306
1379    11103 PV2T_009307
1380    11103 PV2T_009308
1381    11103 PV2T_009309
1382    11103 PV2T_009310
1383    11103 PV2T_009311
1384    11103 PV2T_009312
1385    11103 PV2T_009313
1386    11103 PV2T_009314
1387    11103 PV2T_009315
1388    11103 PV2T_009316
1389    11103 PV2T_009317
1390    11103 PV2T_009318
1391    11103 PV2T_009319
1392    11103 PV2T_009320
1393    11103 PV2T_009321
1394    11103 PV2T_009322
1395    11103 PV2T_009323
1396    11103 PV2T_009324
1397    11103 PV2T_009325
1398    11103 PV2T_009326
1399    11103 PV2T_009327
1400    11103 PV2T_009328
1401    11103 PV2T_009329
1402    11103 PV2T_009330
1403    11103 PV2T_009331
1404    11103 PV2T_009332
1405    11103 PV2T_009333
1406    11103 PV2T_009334
1407    11103 PV2T_009335
1408    11103 PV2T_009336
1409    11103 PV2T_009337
1410    11103 PV2T_009338
1411    11103 PV2T_009339
1412    11103 PV2T_009340
1413    11103 PV2T_009341
1414    11103 PV2T_009342
1415    11103 PV2T_009343
1416    11103 PV2T_009344
1417    11103 PV2T_009345
1418    11103 PV2T_009346
1419    11103 PV2T_009347
1420    11103 PV2T_009348
1421    11103 PV2T_009349
1422    11103 PV2T_009350
1423    11103 PV2T_009351
1424    11103 PV2T_009352
1425    11103 PV2T_009353
1426    11103 PV2T_009354
1427    11103 PV2T_009355
1428    11103 PV2T_009356
1429    11103 PV2T_009357
1430    11103 PV2T_009358
1431    11103 PV2T_009359
1432    11103 PV2T_009360
1433    11103 PV2T_009361
1434    11103 PV2T_009362
1435    11103 PV2T_009363
1436    11103 PV2T_009364
1437    11103 PV2T_009365
1438    11103 PV2T_009366
1439    11103 PV2T_009367
1440    11103 PV2T_009368
1441    11103 PV2T_009369
1442    11103 PV2T_009370
1443    11103 PV2T_009371
1444    11103 PV2T_009372
1445    11103 PV2T_009373
1446    11103 PV2T_009374
1447    11103 PV2T_009375
1448    11103 PV2T_009376
1449    11103 PV2T_009377
1450    11103 PV2T_009378
1451    11103 PV2T_009379
1452    11103 PV2T_009380
1453    11103 PV2T_009381
1454    11103 PV2T_009382
1455    11103 PV2T_009383
1456    11103 PV2T_009384
1457    11103 PV2T_009385
1458    11103 PV2T_009386
1459    11103 PV2T_009387
1460    11103 PV2T_009388
1461    11103 PV2T_009389
1462    11103 PV2T_009390
1463    11103 PV2T_009391
1464    11103 PV2T_009392
1465    11103 PV2T_009393
1466    11103 PV2T_009394
1467    11103 PV2T_009395
1468    11103 PV2T_009396
1469    11103 PV2T_009397
1470    11103 PV2T_009398
1471    11103 PV2T_009399
1472    11103 PV2T_009400
1473    11103 PV2T_009401
1474    11103 PV2T_009402
1475    11103 PV2T_009403
1476    11103 PV2T_009404
1477    11103 PV2T_009405
1478    11103 PV2T_009406
1479    11103 PV2T_009407
1480    11103 PV2T_009408
1481    11103 PV2T_009409
1482    11103 PV2T_009410
1483    11103 PV2T_009411
1484    11103 PV2T_009412
1485    11103 PV2T_009413
1486    11103 PV2T_009414
1487    11103 PV2T_009415
1488    11103 PV2T_009416
1489    11103 PV2T_009417
1490    11103 PV2T_009418
1491    11103 PV2T_009419
1492    11103 PV2T_009420
1493    11103 PV2T_009421
1494    11103 PV2T_009422
1495    11103 PV2T_009423
1496    11103 PV2T_009424
1497    11103 PV2T_009425
1498    11103 PV2T_009426
1499    11103 PV2T_009427
1500    11103 PV2T_009428
1501    11103 PV2T_009429
1502    11103 PV2T_009430
1503    11103 PV2T_009431
1504    11103 PV2T_009432
1505    11103 PV2T_009433
1506    11103 PV2T_009434
1507    11103 PV2T_009435
1508    11103 PV2T_009436
1509    11103 PV2T_009437
1510    11103 PV2T_009438
1511    11103 PV2T_009439
1512    11103 PV2T_009440
1513    11103 PV2T_009441
1514    11103 PV2T_009442
1515    11103 PV2T_009443
1516    11103 PV2T_009444
1517    11103 PV2T_009445
1518    11103 PV2T_009446
1519    11103 PV2T_009447
1520    11103 PV2T_009448
1521    11103 PV2T_009449
1522    11103 PV2T_009450
1523    11103 PV2T_009451
1524    11103 PV2T_009452
1525    11103 PV2T_009453
1526    11103 PV2T_009454
1527    11103 PV2T_009455
1528    11103 PV2T_009456
1529    11103 PV2T_009457
1530    11103 PV2T_009458
1531    11103 PV2T_009459
1532    11103 PV2T_009460
1533    11103 PV2T_009461
1534    11103 PV2T_009462
1535    11103 PV2T_009463
1536    11103 PV2T_009464
1537    11103 PV2T_009465
1538    11103 PV2T_009466
1539    11103 PV2T_009467
1540    11103 PV2T_009468
1541    11103 PV2T_009469
1542    11103 PV2T_009470
1543    11103 PV2T_009471
1544    11103 PV2T_009472
1545    11103 PV2T_009473
1546    11103 PV2T_009474
1547    11103 PV2T_009475
1548    11103 PV2T_009476
1549    11103 PV2T_009477
1550    11103 PV2T_009478
1551    11103 PV2T_009479
1552    11103 PV2T_009480
1553    11103 PV2T_009481
1554    11103 PV2T_009482
1555    11103 PV2T_009483
1556    11103 PV2T_009484
1557    11103 PV2T_009485
1558    11103 PV2T_009486
1559    11103 PV2T_009487
1560    11103 PV2T_009488
1561    11103 PV2T_009489
1562    11103 PV2T_009490
1563    11103 PV2T_009491
1564    11103 PV2T_009492
1565    11103 PV2T_009493
1566    11103 PV2T_009494
1567    11103 PV2T_009495
1568    11103 PV2T_009496
1569    11103 PV2T_009497
1570    11103 PV2T_009498
1571    11103 PV2T_009499
1572    11103 PV2T_009500
1573    11103 PV2T_009501
1574    11103 PV2T_009502
1575    11103 PV2T_009503
1576    11103 PV2T_009504
1577    11103 PV2T_009505
1578    11103 PV2T_009506
1579    11103 PV2T_009507
1580    11103 PV2T_009508
1581    11103 PV2T_009509
1582    11103 PV2T_009510
1583    11103 PV2T_009511
1584    11103 PV2T_009512
1585    11103 PV2T_009513
1586    11103 PV2T_009514
1587    11103 PV2T_009515
1588    11103 PV2T_009516
1589    11103 PV2T_009517
1590    11103 PV2T_009518
1591    11103 PV2T_009519
1592    11103 PV2T_009520
1593    11103 PV2T_009521
1594    11103 PV2T_009522
1595    11103 PV2T_009523
1596    11103 PV2T_009524
1597    11103 PV2T_009525
1598    11103 PV2T_009526
1599    11103 PV2T_009527
1600    11103 PV2T_009528
1601    11103 PV2T_009529
1602    11103 PV2T_009530
1603    11103 PV2T_009531
1604    11103 PV2T_009532
1605    11103 PV2T_009533
1606    11103 PV2T_009534
1607    11103 PV2T_009535
1608    11103 PV2T_009536
1609    11103 PV2T_009537
1610    11103 PV2T_009538
1611    11103 PV2T_009539
1612    11103 PV2T_009540
1613    11103 PV2T_009541
1614    11103 PV2T_009542
1615    11103 PV2T_009543
1616    11103 PV2T_009544
1617    11103 PV2T_009545
1618    11103 PV2T_009546
1619    11103 PV2T_009547
1620    11103 PV2T_009548
1621    11103 PV2T_009549
1622    11103 PV2T_009550
1623    11103 PV2T_009551
1624    11103 PV2T_009552
1625    11103 PV2T_009553
1626    11103 PV2T_009554
1627    11103 PV2T_009555
1628    11103 PV2T_009556
1629    11103 PV2T_009557
1630    11103 PV2T_009558
1631    11103 PV2T_009559
1632    11103 PV2T_009560
1633    11103 PV2T_009561
1634    11103 PV2T_009562
1635    11103 PV2T_009563
1636    11103 PV2T_009564
1637    11103 PV2T_009565
1638    11103 PV2T_009566
1639    11103 PV2T_009567
1640    11103 PV2T_009568
1641    11103 PV2T_009569
1642    11103 PV2T_009570
1643    11103 PV2T_009571
1644    11103 PV2T_009572
1645    11103 PV2T_009573
1646    11103 PV2T_009574
1647    11103 PV2T_009575
1648    11103 PV2T_009576
1649    11103 PV2T_009577
1650    11103 PV2T_009578
1651    11103 PV2T_009579
1652    11103 PV2T_009580
1653    11103 PV2T_009581
1654    11103 PV2T_009582
1655    11103 PV2T_009583
1656    11103 PV2T_009584
1657    11103 PV2T_009585
1658    11103 PV2T_009586
1659    11103 PV2T_009587
1660    11103 PV2T_009588
1661    11103 PV2T_009589
1662    11103 PV2T_009590
1663    11103 PV2T_009591
1664    11103 PV2T_009592
1665    11103 PV2T_009593
1666    11103 PV2T_009594
1667    11103 PV2T_009595
1668    11103 PV2T_009596
1669    11103 PV2T_009597
1670    11103 PV2T_009598
1671    11103 PV2T_009599
1672    11103 PV2T_009600
1673    11103 PV2T_009601
1674    11103 PV2T_009602
1675    11103 PV2T_009603
1676    11103 PV2T_009604
1677    11103 PV2T_009605
1678    11103 PV2T_009606
1679    11103 PV2T_009607
1680    11103 PV2T_009608
1681    11103 PV2T_009609
1682    11103 PV2T_009610
1683    11103 PV2T_009611
1684    11103 PV2T_009612
1685    11103 PV2T_009613
1686    11103 PV2T_009614
1687    11103 PV2T_009615
1688    11103 PV2T_009616
1689    11103 PV2T_009617
1690    11103 PV2T_009618
1691    11103 PV2T_009619
1692    11103 PV2T_009620
1693    11103 PV2T_009621
1694    11103 PV2T_009622
1695    11103 PV2T_009623
1696    11103 PV2T_009624
1697    11103 PV2T_009625
1698    11103 PV2T_009626
1699    11103 PV2T_009627
1700    11103 PV2T_009628
1701    11103 PV2T_009629
1702    11103 PV2T_009630
1703    11103 PV2T_009631
1704    11103 PV2T_009632
1705    11103 PV2T_009633
1706    11103 PV2T_009634
1707    11103 PV2T_009635
1708    11103 PV2T_009636
1709    11103 PV2T_009637
1710    11103 PV2T_009638
1711    11103 PV2T_009639
1712    11103 PV2T_009640
1713    11103 PV2T_009641
1714    11103 PV2T_009642
1715    11103 PV2T_009643
1716    11103 PV2T_009644
1717    11103 PV2T_009645
1718    11103 PV2T_009646
1719    11103 PV2T_009647
1720    11103 PV2T_009648
1721    11103 PV2T_009649
1722    11103 PV2T_009650
1723    11103 PV2T_009651
1724    11103 PV2T_009652
1725    11103 PV2T_009653
1726    11103 PV2T_009654
1727    11103 PV2T_009655
1728    11103 PV2T_009656
1729    11103 PV2T_009657
1730    11103 PV2T_009658
